Doctor_Name,Speciality,Clinic_Name,Clinic_Address,Clinic_City,Clinic_State,Clinic_Pincode,Doctor_Address,Doctor_City,Doctor_State,Doctor_Pincode
Dr. Jaspreet Brar,Ophthalmologist,Brar Healthcare Clinic,"294, Colony Hill, Bengaluru",Bengaluru,Karnataka,566012,"204, Enclave Green, Bengaluru",Bengaluru,Karnataka,564089
Dr. Rajesh Saxena,Pulmonologist,Saxena Healthcare Clinic,"199, Nagar Green, Kochi",Kochi,Kerala,684264,"361, Lane Model, Kochi",Kochi,Kerala,684678
Dr. Simran Kaur,Neurologist,Kaur Healthcare Clinic,"232, Colony Lake, Bengaluru",Bengaluru,Karnataka,561438,"415, Enclave Central, Bengaluru",Bengaluru,Karnataka,561063
Dr. Rebecca Dias,Oncologist,Dias Healthcare Clinic,"90, Enclave Hill, Hyderabad",Hyderabad,Telangana,503673,"63, Layout Shastri, Hyderabad",Hyderabad,Telangana,503878
Dr. Harpreet Brar,Plastic Surgeon,Brar Healthcare Clinic,"240, Colony Garden, Bhopal",Bhopal,Madhya Pradesh,461412,"34, Road Fort, Bhopal",Bhopal,Madhya Pradesh,467842
Dr. Paul Rodrigues,Gastroenterologist,Rodrigues Healthcare Clinic,"65, Enclave Gandhi, Bengaluru",Bengaluru,Karnataka,567372,"239, Enclave Shastri, Bengaluru",Bengaluru,Karnataka,569032
Dr. Joseph Gomes,Rheumatologist,Gomes Healthcare Clinic,"29, Nagar Hill, Kochi",Kochi,Kerala,682507,"156, Colony Shastri, Kochi",Kochi,Kerala,685286
Dr. Ramesh Balakrishnan,Oncologist,Balakrishnan Healthcare Clinic,"129, Layout Hill, Bengaluru",Bengaluru,Karnataka,564496,"65, Road Garden, Bengaluru",Bengaluru,Karnataka,568740
Dr. Naveen Saxena,Gastroenterologist,Saxena Healthcare Clinic,"88, Enclave Garden, Kolkata",Kolkata,West Bengal,700674,"423, Sector Gandhi, Kolkata",Kolkata,West Bengal,700744
Dr. Teresa Carvalho,Gastroenterologist,Carvalho Healthcare Clinic,"16, Lane Hill, Surat",Surat,Gujarat,394745,"329, Road Lake, Surat",Surat,Gujarat,394012
Dr. Amrit Bajwa,Orthopedic Surgeon,Bajwa Healthcare Clinic,"81, Lane Fort, Mumbai",Mumbai,Maharashtra,407933,"238, Layout Central, Mumbai",Mumbai,Maharashtra,409939
Dr. Ramesh Pillai,Urologist,Pillai Healthcare Clinic,"67, Enclave Hill, Patna",Patna,Bihar,809202,"55, Enclave Model, Patna",Patna,Bihar,807642
Dr. Vikram Chaturvedi,Psychiatrist,Chaturvedi Healthcare Clinic,"50, Sector Green, Kolkata",Kolkata,West Bengal,706293,"443, Bazaar Model, Kolkata",Kolkata,West Bengal,702616
Dr. Parveen Mirza,General Physician,Mirza Healthcare Clinic,"256, Lane Lake, Hyderabad",Hyderabad,Telangana,505055,"255, Sector Gandhi, Hyderabad",Hyderabad,Telangana,506442
Dr. Mathew Carvalho,General Physician,Carvalho Healthcare Clinic,"25, Sector Green, Bhopal",Bhopal,Madhya Pradesh,468108,"306, Lane Green, Bhopal",Bhopal,Madhya Pradesh,468793
Dr. Amit Tripathi,Neurologist,Tripathi Healthcare Clinic,"188, Bazaar Central, Jaipur",Jaipur,Rajasthan,300741,"206, Sector Garden, Jaipur",Jaipur,Rajasthan,309204
Dr. Ramesh Balakrishnan,Oncologist,Balakrishnan Healthcare Clinic,"198, Lane Hill, Bengaluru",Bengaluru,Karnataka,564582,"423, Nagar Shastri, Bengaluru",Bengaluru,Karnataka,561584
Dr. Jaspreet Brar,Plastic Surgeon,Brar Healthcare Clinic,"74, Layout Garden, Bhopal",Bhopal,Madhya Pradesh,468341,"206, Sector Rajiv, Bhopal",Bhopal,Madhya Pradesh,460637
Dr. Ramesh Subramanian,Nephrologist,Subramanian Healthcare Clinic,"77, Colony Central, Chandigarh",Chandigarh,Chandigarh,165218,"84, Bazaar Garden, Chandigarh",Chandigarh,Chandigarh,164902
Dr. John Pereira,Nephrologist,Pereira Healthcare Clinic,"289, Road Lake, Coimbatore",Coimbatore,Tamil Nadu,640272,"189, Enclave Gandhi, Coimbatore",Coimbatore,Tamil Nadu,646824
Dr. Teresa Fernandes,Physiotherapist,Fernandes Healthcare Clinic,"136, Layout Rajiv, Coimbatore",Coimbatore,Tamil Nadu,649560,"246, Colony Hill, Coimbatore",Coimbatore,Tamil Nadu,646229
Dr. Prakash Iyer,Gastroenterologist,Iyer Healthcare Clinic,"98, Sector Lake, Chennai",Chennai,Tamil Nadu,605139,"215, Colony Fort, Chennai",Chennai,Tamil Nadu,603340
Dr. Baljit Chahal,Pulmonologist,Chahal Healthcare Clinic,"71, Layout Hill, Mumbai",Mumbai,Maharashtra,405325,"340, Lane Hill, Mumbai",Mumbai,Maharashtra,406173
Dr. Irfan Chaudhary,Plastic Surgeon,Chaudhary Healthcare Clinic,"280, Enclave Green, Indore",Indore,Madhya Pradesh,459995,"248, Layout Model, Indore",Indore,Madhya Pradesh,454571
Dr. Teresa Carvalho,Oncologist,Carvalho Healthcare Clinic,"107, Lane Central, Lucknow",Lucknow,Uttar Pradesh,227861,"179, Road Green, Lucknow",Lucknow,Uttar Pradesh,221996
Dr. Rebecca Rodrigues,Endocrinologist,Rodrigues Healthcare Clinic,"75, Road Rajiv, Bhopal",Bhopal,Madhya Pradesh,464712,"490, Nagar Central, Bhopal",Bhopal,Madhya Pradesh,467247
Dr. Sana Qureshi,General Physician,Qureshi Healthcare Clinic,"288, Road Shastri, Jaipur",Jaipur,Rajasthan,301789,"316, Layout Model, Jaipur",Jaipur,Rajasthan,300831
Dr. Francis Carvalho,Dermatologist,Carvalho Healthcare Clinic,"212, Enclave Lake, Chennai",Chennai,Tamil Nadu,601647,"349, Colony Rajiv, Chennai",Chennai,Tamil Nadu,609016
Dr. Suresh Subramanian,Pulmonologist,Subramanian Healthcare Clinic,"148, Enclave Green, Ahmedabad",Ahmedabad,Gujarat,380969,"465, Nagar Garden, Ahmedabad",Ahmedabad,Gujarat,383804
Dr. Peter Gomes,Rheumatologist,Gomes Healthcare Clinic,"19, Bazaar Lake, Hyderabad",Hyderabad,Telangana,503052,"480, Road Rajiv, Hyderabad",Hyderabad,Telangana,500151
Dr. Parveen Dar,Pediatrician,Dar Healthcare Clinic,"146, Lane Hill, Indore",Indore,Madhya Pradesh,458590,"253, Colony Hill, Indore",Indore,Madhya Pradesh,457668
Dr. Shabana Shaikh,ENT Specialist,Shaikh Healthcare Clinic,"235, Road Shastri, Hyderabad",Hyderabad,Telangana,500230,"378, Enclave Green, Hyderabad",Hyderabad,Telangana,509302
Dr. Kavita Murthy,Endocrinologist,Murthy Healthcare Clinic,"264, Enclave Gandhi, Surat",Surat,Gujarat,396567,"343, Nagar Shastri, Surat",Surat,Gujarat,392303
Dr. Jaspreet Sandhu,Cardiologist,Sandhu Healthcare Clinic,"197, Layout Lake, Jaipur",Jaipur,Rajasthan,304374,"489, Enclave Green, Jaipur",Jaipur,Rajasthan,309543
Dr. Peter Dias,Urologist,Dias Healthcare Clinic,"32, Nagar Lake, Pune",Pune,Maharashtra,415026,"82, Bazaar Hill, Pune",Pune,Maharashtra,415095
Dr. Vikram Pandey,Physiotherapist,Pandey Healthcare Clinic,"113, Colony Lake, Pune",Pune,Maharashtra,412509,"233, Enclave Fort, Pune",Pune,Maharashtra,418998
Dr. Baljit Sandhu,Psychiatrist,Sandhu Healthcare Clinic,"270, Lane Hill, Bengaluru",Bengaluru,Karnataka,565927,"40, Nagar Rajiv, Bengaluru",Bengaluru,Karnataka,568972
Dr. Francis Almeida,Plastic Surgeon,Almeida Healthcare Clinic,"85, Enclave Hill, Kolkata",Kolkata,West Bengal,707239,"60, Layout Garden, Kolkata",Kolkata,West Bengal,708008
Dr. Naveen Chaturvedi,Dermatologist,Chaturvedi Healthcare Clinic,"68, Bazaar Lake, Chandigarh",Chandigarh,Chandigarh,169239,"30, Lane Green, Chandigarh",Chandigarh,Chandigarh,160356
Dr. Amrit Singh,General Physician,Singh Healthcare Clinic,"24, Bazaar Central, Bengaluru",Bengaluru,Karnataka,561044,"278, Sector Gandhi, Bengaluru",Bengaluru,Karnataka,567734
Dr. Vikram Tripathi,Gynecologist,Tripathi Healthcare Clinic,"216, Enclave Fort, Kolkata",Kolkata,West Bengal,707348,"446, Bazaar Fort, Kolkata",Kolkata,West Bengal,701314
Dr. Joseph Lobo,Pediatrician,Lobo Healthcare Clinic,"276, Bazaar Hill, Hyderabad",Hyderabad,Telangana,502086,"373, Layout Rajiv, Hyderabad",Hyderabad,Telangana,500372
Dr. Sana Beg,Rheumatologist,Beg Healthcare Clinic,"118, Layout Lake, Patna",Patna,Bihar,805671,"80, Road Model, Patna",Patna,Bihar,801848
Dr. Rakesh Tiwari,Cardiologist,Tiwari Healthcare Clinic,"106, Nagar Gandhi, Pune",Pune,Maharashtra,419731,"18, Lane Garden, Pune",Pune,Maharashtra,410797
Dr. Arvind Rangan,Ophthalmologist,Rangan Healthcare Clinic,"277, Layout Rajiv, Pune",Pune,Maharashtra,412295,"258, Road Model, Pune",Pune,Maharashtra,419438
Dr. Parveen Dar,ENT Specialist,Dar Healthcare Clinic,"155, Colony Hill, Pune",Pune,Maharashtra,413621,"212, Road Green, Pune",Pune,Maharashtra,410998
Dr. Christopher Gomes,Rheumatologist,Gomes Healthcare Clinic,"25, Enclave Fort, Coimbatore",Coimbatore,Tamil Nadu,648592,"164, Bazaar Fort, Coimbatore",Coimbatore,Tamil Nadu,642444
Dr. Arshad Ansari,Plastic Surgeon,Ansari Healthcare Clinic,"124, Layout Green, Coimbatore",Coimbatore,Tamil Nadu,642365,"413, Lane Rajiv, Coimbatore",Coimbatore,Tamil Nadu,649214
Dr. Navjot Pannu,Nephrologist,Pannu Healthcare Clinic,"199, Layout Green, Kolkata",Kolkata,West Bengal,703331,"170, Nagar Lake, Kolkata",Kolkata,West Bengal,706079
Dr. Naveen Agarwal,Dermatologist,Agarwal Healthcare Clinic,"194, Sector Gandhi, Jaipur",Jaipur,Rajasthan,303082,"412, Layout Lake, Jaipur",Jaipur,Rajasthan,303422
Dr. Nadeem Khan,General Physician,Khan Healthcare Clinic,"61, Lane Model, Ahmedabad",Ahmedabad,Gujarat,389902,"361, Layout Fort, Ahmedabad",Ahmedabad,Gujarat,383921
Dr. John Dias,Endocrinologist,Dias Healthcare Clinic,"274, Enclave Green, Chandigarh",Chandigarh,Chandigarh,164285,"185, Lane Lake, Chandigarh",Chandigarh,Chandigarh,161615
Dr. Jaspreet Sandhu,Urologist,Sandhu Healthcare Clinic,"212, Sector Garden, Indore",Indore,Madhya Pradesh,453625,"380, Colony Rajiv, Indore",Indore,Madhya Pradesh,454272
Dr. Christopher Almeida,Rheumatologist,Almeida Healthcare Clinic,"79, Layout Central, Lucknow",Lucknow,Uttar Pradesh,223768,"195, Layout Lake, Lucknow",Lucknow,Uttar Pradesh,229021
Dr. Nadeem Chaudhary,Pulmonologist,Chaudhary Healthcare Clinic,"87, Enclave Shastri, Chandigarh",Chandigarh,Chandigarh,162293,"369, Lane Shastri, Chandigarh",Chandigarh,Chandigarh,168882
Dr. Naveen Sharma,Orthopedic Surgeon,Sharma Healthcare Clinic,"4, Bazaar Shastri, Mumbai",Mumbai,Maharashtra,403791,"35, Colony Rajiv, Mumbai",Mumbai,Maharashtra,403583
Dr. Mathew Lobo,Dermatologist,Lobo Healthcare Clinic,"250, Sector Rajiv, Coimbatore",Coimbatore,Tamil Nadu,648719,"283, Bazaar Rajiv, Coimbatore",Coimbatore,Tamil Nadu,640274
Dr. Teresa Pereira,Oncologist,Pereira Healthcare Clinic,"258, Bazaar Shastri, Delhi",Delhi,Delhi,111753,"471, Nagar Hill, Delhi",Delhi,Delhi,112439
Dr. Prakash Murthy,Nephrologist,Murthy Healthcare Clinic,"182, Road Fort, Jaipur",Jaipur,Rajasthan,301294,"192, Bazaar Lake, Jaipur",Jaipur,Rajasthan,309256
Dr. Prakash Naidu,Orthopedic Surgeon,Naidu Healthcare Clinic,"48, Bazaar Fort, Mumbai",Mumbai,Maharashtra,406179,"283, Lane Rajiv, Mumbai",Mumbai,Maharashtra,400154
Dr. Sneha Subramanian,Rheumatologist,Subramanian Healthcare Clinic,"290, Nagar Hill, Indore",Indore,Madhya Pradesh,450697,"118, Layout Garden, Indore",Indore,Madhya Pradesh,457790
Dr. Aamir Shaikh,Dentist,Shaikh Healthcare Clinic,"92, Enclave Rajiv, Mumbai",Mumbai,Maharashtra,403394,"301, Colony Fort, Mumbai",Mumbai,Maharashtra,401260
Dr. Irfan Dar,Psychiatrist,Dar Healthcare Clinic,"277, Enclave Fort, Patna",Patna,Bihar,802292,"405, Nagar Hill, Patna",Patna,Bihar,805666
Dr. Amit Tripathi,Psychiatrist,Tripathi Healthcare Clinic,"175, Bazaar Central, Bengaluru",Bengaluru,Karnataka,560485,"325, Road Lake, Bengaluru",Bengaluru,Karnataka,568038
Dr. Ramesh Balakrishnan,Endocrinologist,Balakrishnan Healthcare Clinic,"96, Bazaar Gandhi, Surat",Surat,Gujarat,394839,"409, Layout Gandhi, Surat",Surat,Gujarat,391344
Dr. Irfan Syed,Neurologist,Syed Healthcare Clinic,"163, Enclave Gandhi, Patna",Patna,Bihar,801499,"3, Road Lake, Patna",Patna,Bihar,805896
Dr. Farah Ansari,Orthopedic Surgeon,Ansari Healthcare Clinic,"221, Lane Hill, Hyderabad",Hyderabad,Telangana,509088,"263, Bazaar Gandhi, Hyderabad",Hyderabad,Telangana,500430
Dr. Anjali Dwivedi,Orthopedic Surgeon,Dwivedi Healthcare Clinic,"198, Sector Green, Indore",Indore,Madhya Pradesh,456779,"199, Nagar Hill, Indore",Indore,Madhya Pradesh,453977
Dr. Rebecca Gomes,Endocrinologist,Gomes Healthcare Clinic,"72, Road Green, Hyderabad",Hyderabad,Telangana,504397,"253, Colony Gandhi, Hyderabad",Hyderabad,Telangana,502739
Dr. Amrit Dhillon,Oncologist,Dhillon Healthcare Clinic,"40, Enclave Green, Coimbatore",Coimbatore,Tamil Nadu,644040,"370, Lane Garden, Coimbatore",Coimbatore,Tamil Nadu,643203
Dr. Gurpreet Gill,Oncologist,Gill Healthcare Clinic,"203, Enclave Garden, Delhi",Delhi,Delhi,116224,"412, Enclave Lake, Delhi",Delhi,Delhi,115484
Dr. Rajinder Gill,Oncologist,Gill Healthcare Clinic,"103, Lane Central, Indore",Indore,Madhya Pradesh,452910,"494, Bazaar Central, Indore",Indore,Madhya Pradesh,454775
Dr. Rajinder Sandhu,ENT Specialist,Sandhu Healthcare Clinic,"144, Bazaar Central, Patna",Patna,Bihar,801865,"478, Layout Garden, Patna",Patna,Bihar,808939
Dr. Shankar Iyer,Ophthalmologist,Iyer Healthcare Clinic,"225, Road Gandhi, Ahmedabad",Ahmedabad,Gujarat,386703,"345, Lane Shastri, Ahmedabad",Ahmedabad,Gujarat,384961
Dr. Lakshmi Menon,Rheumatologist,Menon Healthcare Clinic,"38, Lane Garden, Patna",Patna,Bihar,807851,"299, Bazaar Hill, Patna",Patna,Bihar,808300
Dr. Baljit Singh,Urologist,Singh Healthcare Clinic,"56, Layout Central, Bengaluru",Bengaluru,Karnataka,562725,"332, Sector Garden, Bengaluru",Bengaluru,Karnataka,566547
Dr. Arshad Shaikh,Cardiologist,Shaikh Healthcare Clinic,"133, Layout Hill, Chennai",Chennai,Tamil Nadu,608499,"286, Layout Lake, Chennai",Chennai,Tamil Nadu,606129
Dr. Parminder Chahal,Nephrologist,Chahal Healthcare Clinic,"177, Sector Lake, Kolkata",Kolkata,West Bengal,701712,"152, Bazaar Gandhi, Kolkata",Kolkata,West Bengal,701901
Dr. Ramesh Naidu,ENT Specialist,Naidu Healthcare Clinic,"106, Lane Central, Chandigarh",Chandigarh,Chandigarh,167801,"50, Lane Lake, Chandigarh",Chandigarh,Chandigarh,165225
Dr. Vikram Sharma,Pediatrician,Sharma Healthcare Clinic,"176, Nagar Shastri, Delhi",Delhi,Delhi,113996,"265, Colony Hill, Delhi",Delhi,Delhi,112623
Dr. Khalid Syed,Ophthalmologist,Syed Healthcare Clinic,"208, Colony Shastri, Pune",Pune,Maharashtra,417080,"203, Sector Garden, Pune",Pune,Maharashtra,413232
Dr. Rajinder Dhillon,Endocrinologist,Dhillon Healthcare Clinic,"110, Layout Green, Delhi",Delhi,Delhi,111025,"296, Nagar Hill, Delhi",Delhi,Delhi,113063
Dr. Yusuf Qureshi,Ophthalmologist,Qureshi Healthcare Clinic,"135, Lane Hill, Chennai",Chennai,Tamil Nadu,605134,"306, Bazaar Garden, Chennai",Chennai,Tamil Nadu,606431
Dr. Mary Lobo,Urologist,Lobo Healthcare Clinic,"89, Road Garden, Chandigarh",Chandigarh,Chandigarh,169669,"44, Colony Central, Chandigarh",Chandigarh,Chandigarh,161931
Dr. Lakshmi Nair,Gynecologist,Nair Healthcare Clinic,"73, Bazaar Fort, Bhopal",Bhopal,Madhya Pradesh,469771,"71, Bazaar Fort, Bhopal",Bhopal,Madhya Pradesh,463043
Dr. Baljit Gill,Plastic Surgeon,Gill Healthcare Clinic,"251, Road Shastri, Hyderabad",Hyderabad,Telangana,503065,"162, Lane Garden, Hyderabad",Hyderabad,Telangana,500878
Dr. Aamir Chaudhary,Neurologist,Chaudhary Healthcare Clinic,"197, Lane Fort, Ahmedabad",Ahmedabad,Gujarat,388056,"213, Lane Lake, Ahmedabad",Ahmedabad,Gujarat,382740
Dr. Meena Sharma,Psychiatrist,Sharma Healthcare Clinic,"17, Road Model, Lucknow",Lucknow,Uttar Pradesh,228808,"148, Colony Lake, Lucknow",Lucknow,Uttar Pradesh,229267
Dr. Baljit Pannu,Pediatrician,Pannu Healthcare Clinic,"138, Enclave Hill, Chennai",Chennai,Tamil Nadu,600681,"390, Lane Hill, Chennai",Chennai,Tamil Nadu,603580
Dr. Gurpreet Sandhu,Oncologist,Sandhu Healthcare Clinic,"231, Road Central, Mumbai",Mumbai,Maharashtra,401425,"225, Nagar Model, Mumbai",Mumbai,Maharashtra,403438
Dr. John Almeida,Rheumatologist,Almeida Healthcare Clinic,"72, Layout Model, Hyderabad",Hyderabad,Telangana,500972,"292, Enclave Hill, Hyderabad",Hyderabad,Telangana,504605
Dr. Rebecca Gomes,ENT Specialist,Gomes Healthcare Clinic,"149, Road Hill, Lucknow",Lucknow,Uttar Pradesh,221560,"70, Bazaar Rajiv, Lucknow",Lucknow,Uttar Pradesh,224543
Dr. Kavita Reddy,Neurologist,Reddy Healthcare Clinic,"127, Bazaar Lake, Indore",Indore,Madhya Pradesh,452329,"296, Road Fort, Indore",Indore,Madhya Pradesh,456146
Dr. Gurpreet Kaur,Endocrinologist,Kaur Healthcare Clinic,"143, Enclave Lake, Kochi",Kochi,Kerala,687996,"168, Sector Gandhi, Kochi",Kochi,Kerala,687511
Dr. Farah Beg,Endocrinologist,Beg Healthcare Clinic,"220, Layout Lake, Ahmedabad",Ahmedabad,Gujarat,384399,"166, Road Central, Ahmedabad",Ahmedabad,Gujarat,388967
Dr. Joseph Almeida,Pulmonologist,Almeida Healthcare Clinic,"25, Sector Gandhi, Indore",Indore,Madhya Pradesh,457529,"9, Nagar Shastri, Indore",Indore,Madhya Pradesh,457230
Dr. Harpreet Dhillon,General Physician,Dhillon Healthcare Clinic,"155, Colony Green, Kolkata",Kolkata,West Bengal,701529,"336, Enclave Green, Kolkata",Kolkata,West Bengal,701350
Dr. Irfan Khan,Endocrinologist,Khan Healthcare Clinic,"120, Bazaar Gandhi, Lucknow",Lucknow,Uttar Pradesh,221559,"1, Layout Lake, Lucknow",Lucknow,Uttar Pradesh,221276
Dr. Meena Reddy,Nephrologist,Reddy Healthcare Clinic,"5, Sector Central, Chandigarh",Chandigarh,Chandigarh,161975,"441, Bazaar Shastri, Chandigarh",Chandigarh,Chandigarh,167826
Dr. Pooja Tripathi,Orthopedic Surgeon,Tripathi Healthcare Clinic,"53, Enclave Central, Chennai",Chennai,Tamil Nadu,604902,"71, Bazaar Shastri, Chennai",Chennai,Tamil Nadu,602340
Dr. Naveen Tiwari,Cardiologist,Tiwari Healthcare Clinic,"226, Enclave Model, Hyderabad",Hyderabad,Telangana,502480,"471, Bazaar Garden, Hyderabad",Hyderabad,Telangana,507248
Dr. Sneha Nair,Neurologist,Nair Healthcare Clinic,"197, Enclave Fort, Chennai",Chennai,Tamil Nadu,605152,"406, Colony Model, Chennai",Chennai,Tamil Nadu,604537
Dr. Pooja Dwivedi,Physiotherapist,Dwivedi Healthcare Clinic,"14, Road Model, Lucknow",Lucknow,Uttar Pradesh,228482,"311, Layout Fort, Lucknow",Lucknow,Uttar Pradesh,224842
Dr. Pooja Chaturvedi,Endocrinologist,Chaturvedi Healthcare Clinic,"124, Lane Garden, Chennai",Chennai,Tamil Nadu,601163,"271, Sector Central, Chennai",Chennai,Tamil Nadu,605185
Dr. Suresh Murthy,Rheumatologist,Murthy Healthcare Clinic,"280, Colony Lake, Bhopal",Bhopal,Madhya Pradesh,461195,"9, Nagar Rajiv, Bhopal",Bhopal,Madhya Pradesh,464295
Dr. Arvind Iyer,Endocrinologist,Iyer Healthcare Clinic,"147, Bazaar Fort, Kochi",Kochi,Kerala,686590,"43, Colony Green, Kochi",Kochi,Kerala,681369
Dr. Farah Beg,General Physician,Beg Healthcare Clinic,"275, Enclave Fort, Kolkata",Kolkata,West Bengal,709608,"325, Nagar Green, Kolkata",Kolkata,West Bengal,707167
Dr. Arvind Reddy,Orthopedic Surgeon,Reddy Healthcare Clinic,"60, Lane Garden, Surat",Surat,Gujarat,399975,"29, Road Shastri, Surat",Surat,Gujarat,391956
Dr. Sunita Sharma,Gynecologist,Sharma Healthcare Clinic,"178, Road Shastri, Coimbatore",Coimbatore,Tamil Nadu,646092,"65, Road Gandhi, Coimbatore",Coimbatore,Tamil Nadu,640480
Dr. Arshad Pathan,Nephrologist,Pathan Healthcare Clinic,"135, Nagar Lake, Bengaluru",Bengaluru,Karnataka,567457,"262, Enclave Rajiv, Bengaluru",Bengaluru,Karnataka,568185
Dr. Joseph Lobo,Gynecologist,Lobo Healthcare Clinic,"53, Nagar Model, Jaipur",Jaipur,Rajasthan,308336,"2, Sector Rajiv, Jaipur",Jaipur,Rajasthan,304006
Dr. Divya Pandey,Endocrinologist,Pandey Healthcare Clinic,"92, Sector Hill, Kolkata",Kolkata,West Bengal,706870,"115, Enclave Model, Kolkata",Kolkata,West Bengal,706819
Dr. Nadeem Shaikh,Gastroenterologist,Shaikh Healthcare Clinic,"62, Sector Shastri, Bhopal",Bhopal,Madhya Pradesh,463656,"412, Sector Fort, Bhopal",Bhopal,Madhya Pradesh,461129
Dr. Amrit Sidhu,ENT Specialist,Sidhu Healthcare Clinic,"284, Lane Rajiv, Bengaluru",Bengaluru,Karnataka,566044,"103, Road Garden, Bengaluru",Bengaluru,Karnataka,564979
Dr. Francis Menezes,Urologist,Menezes Healthcare Clinic,"101, Layout Shastri, Coimbatore",Coimbatore,Tamil Nadu,640104,"478, Bazaar Rajiv, Coimbatore",Coimbatore,Tamil Nadu,643817
Dr. John Fernandes,ENT Specialist,Fernandes Healthcare Clinic,"193, Road Gandhi, Delhi",Delhi,Delhi,113361,"272, Layout Fort, Delhi",Delhi,Delhi,118061
Dr. Sunita Joshi,Orthopedic Surgeon,Joshi Healthcare Clinic,"119, Bazaar Central, Mumbai",Mumbai,Maharashtra,407511,"499, Nagar Garden, Mumbai",Mumbai,Maharashtra,401565
Dr. Joseph Rodrigues,Orthopedic Surgeon,Rodrigues Healthcare Clinic,"223, Colony Model, Mumbai",Mumbai,Maharashtra,404778,"134, Enclave Fort, Mumbai",Mumbai,Maharashtra,405345
Dr. Sana Pathan,Psychiatrist,Pathan Healthcare Clinic,"104, Colony Garden, Bengaluru",Bengaluru,Karnataka,561785,"80, Nagar Shastri, Bengaluru",Bengaluru,Karnataka,567365
Dr. Jaspreet Dhillon,Pediatrician,Dhillon Healthcare Clinic,"107, Lane Green, Bhopal",Bhopal,Madhya Pradesh,467591,"136, Nagar Gandhi, Bhopal",Bhopal,Madhya Pradesh,462582
Dr. Parveen Khan,General Physician,Khan Healthcare Clinic,"76, Nagar Model, Indore",Indore,Madhya Pradesh,455828,"203, Sector Green, Indore",Indore,Madhya Pradesh,454262
Dr. Arvind Rangan,Ophthalmologist,Rangan Healthcare Clinic,"49, Lane Gandhi, Pune",Pune,Maharashtra,412290,"63, Sector Rajiv, Pune",Pune,Maharashtra,413641
Dr. Prakash Rangan,Urologist,Rangan Healthcare Clinic,"299, Road Gandhi, Bengaluru",Bengaluru,Karnataka,560357,"34, Layout Lake, Bengaluru",Bengaluru,Karnataka,562110
Dr. Anjali Mishra,Dermatologist,Mishra Healthcare Clinic,"26, Colony Garden, Chandigarh",Chandigarh,Chandigarh,167096,"421, Bazaar Lake, Chandigarh",Chandigarh,Chandigarh,160483
Dr. Navjot Gill,Urologist,Gill Healthcare Clinic,"96, Road Green, Ahmedabad",Ahmedabad,Gujarat,387307,"453, Colony Rajiv, Ahmedabad",Ahmedabad,Gujarat,384026
Dr. Sana Syed,Plastic Surgeon,Syed Healthcare Clinic,"32, Nagar Green, Coimbatore",Coimbatore,Tamil Nadu,646275,"71, Bazaar Model, Coimbatore",Coimbatore,Tamil Nadu,648614
Dr. Shankar Iyer,Endocrinologist,Iyer Healthcare Clinic,"246, Lane Central, Bhopal",Bhopal,Madhya Pradesh,469267,"258, Enclave Fort, Bhopal",Bhopal,Madhya Pradesh,464430
Dr. Arvind Pillai,Physiotherapist,Pillai Healthcare Clinic,"16, Road Rajiv, Pune",Pune,Maharashtra,417728,"272, Enclave Garden, Pune",Pune,Maharashtra,413813
Dr. Sneha Reddy,Psychiatrist,Reddy Healthcare Clinic,"274, Sector Model, Jaipur",Jaipur,Rajasthan,309432,"434, Bazaar Central, Jaipur",Jaipur,Rajasthan,302846
Dr. Prakash Murthy,ENT Specialist,Murthy Healthcare Clinic,"15, Enclave Garden, Bhopal",Bhopal,Madhya Pradesh,469234,"73, Layout Lake, Bhopal",Bhopal,Madhya Pradesh,468882
Dr. Irfan Chaudhary,Dermatologist,Chaudhary Healthcare Clinic,"29, Layout Garden, Bengaluru",Bengaluru,Karnataka,563584,"11, Lane Rajiv, Bengaluru",Bengaluru,Karnataka,565435
